password,strength
hzynl,0
?@N.^8]VKATQ,2
zdklfq,0
xjhvjf,0
ayof,0
9gSqTCEcfkZ^,2
gphwu,0
UWbrbbf,1
ZQiWdrbL,1
jetz,0
1eWG5T&{;-^~x,2
pxlkuq,0
Rl60KUY,1
Vp+QTNA/rmx%w_,2
wajecg,0
JflYyC1g,1
ycjrli,0
T8LvJ5F87,1
x3p85jALRE,1
gyqrK1cr,1
.95^xHXT5HzH$`',2
raiaka,0
"UCX9i""3'$C",2
/GoC8U+~F$o\Y2r,2
urfc,0
b90jkYiSC,1
HWP3T_\(L.sj,2
rZUjvov03,1
iw$RFF9^J!Vq,2
ynaf,0
W9EFgkMq,1
G+sLKAGs_YLO,2
"a""%G-0:!""/",2
exvns,0
nikJiEWkkw,1
exej,0
q3Ti87qG,1
alwiq,0
zkxbf,0
B/!2O6zXPY\i,2
ivzofa,0
vbBGGaFE,1
kowqv,0
n0tRT1B2Mo,1
|<y%=kQ^/Mj^:is,2
xjsq,0
X5retZyx,1
sDjUJ7Nb,1
EqCajd4H8,1
pUmTEGcfZh,1
duxaoz,0
2m8uRPkG%-~,2
"{4C!""N23A}",2
`X]T2r_|JZW)X],2
BAvl4Zq/tuBdbZY,2
.plHqbW}}W>I,2
Q4DEdM23E9,1
rqzkb,0
)$uxGW`^J}|vlUi,2
forguc,0
iwbuz,0
XV2Kfxtb5,1
EfV9VDR,1
Y<&x\jETJlIyQ4;,2
CGuyRChB,1
8dRlt6VVrX,1
otldSofu,1
#trylEnz=@v,2
8VIaiif,1
[YCR=N|]2tD,2
nMJjJ6tX,1
ZH6RmgY,1
rehx,0
1tFgf4JdfD,1
28rE0Y7Jz,1
=Pr'YZM{_@D?=,2
ctzlq,0
iegxcy,0
p#OzeVUUBs1,2
39BqKp&'M>qU,2
wT0n35Uv,1
PCeXKCnMvY,1
zbac,0
"qL,{EzUni~7^2",2
SkUx]$mYe1!%E,2
aC4s8geFS[hp|@s,2
tgin,0
N$QM9Lm[lA,2
fRR6cLc04Y,1
nkXO724WKF,1
ZwEVFBEio3,1
iriat,0
"{'Z}Ei5}:\Q/,eD",2
FZxjQYWRr,1
lhls,0
rmnHaGLb,1
Z7kzxYY6To,1
BR3{ke<3h\,2
hG\5*_W*9=Yr,2
M#aN*{362?Mf+/,2
vpjvmb,0
"""Z/76MuFKfQL],",2
kmowriO,1
hgkt,0
YVFG_[Op|Kf,2
PhyRQVSh3,1
gssqzc,0
p?s6%Y)\9)H8r#,2
ynbeqk,0
%wX#&WF#Xa'<,2
p=dx8V?C>XT&`&*,2
FS^=Yc6DVE,2
HOn66uvsw,1
"fF""!LFMWBArS^M",2
kChS6IO4Jj,1
#lvwC`gM'(TU,2
t)e|ry<#i2]m2,2
$)\88)LVH|gey,2
"""KwCPhG&Z:CWy@3",2
-m9sHgTXJ7Srr{,2
kdjo,0
"K^&e4""q>s4v%;9U",2
6U(#`(iqJk+^Gsl,2
vote,0
pfwmvm,0
fvlp,0
eqlsmh,0
}UVt[gf}k=pI,2
'mPX2-+*4|7eC>,2
"cIiW({~""6#X5O",2
B2ypuNoFi,1
vRuYT1vKG9,1
rpzefp,0
hagvin,0
yiUOkL0Q8,1
V9QfAfhC4q,1
qtct)''A{c*M,2
P??P6#~3rfJ7m3,2
guef,0
">`x""_:K(a|R",2
inlU@<ha7cn,2
kcXthSt9,1
iukvg,0
}Z4LUbLJ)L,2
&KpsQk!7<R_l,2
eeu0C0V,1
qebwjq,0
"""#Vi)rx+)>`",2
j'pHfUhcqdi,2
udTXT5ufen,1
XICOPxc,1
3iI9ZE6cJv,1
aDt3clxRmn,1
dPLnOHDA9,1
tWSPfkJE,1
pBqDwbAd,1
3k1t2NL1,1
bskzsn,0
llgbcq,0
Gn0wmfB,1
lrdu,0
frhy,0
r7k2otQD8U,1
wqthe,0
rcbmia,0
Wgm3Dkd,1
">O\<~L4M`v""3ly>",2
mawpov,0
o/3=]YqS`D=,2
upnar,0
rrex,0
izhy,0
vbxr,0
&<CM?8Zi#(B,2
fnyu,0
bhfrey,0
7uPi!-)'==94,2
xW0FCpvj,1
UpVjcKzSW,1
5PJQ2zTukf,1
r92ihzVpn5,1
41UxiEMH~n#{\,2
bcIfzqDC6M,1
uk'VfFQ5alI1~bl,2
M9fXRyQtt,1
BbjLEcoOL,1
o25EaAqlwp,1
qjkveg,0
m45uuc2aj,1
}61h%P;2yNEo>oS,2
B2dVl2088,1
cvdz,0
"$4),}iWRGF",2
bx5ErpmV8l,1
maai,0
dhjy,0
X33nX2Q,1
typhww,0
}H9jpCI<9Z3,2
wwrpv,0
crxb,0
dkjsqh,0
emzzs,0
)@Lv8DUS4h1EbX,2
QVFR6H?_^;,2
ZtvTuIYDU,1
9ShqPjajC,1
"723b9,>XZ)^U",2
")|i&11'?e;Y,D",2
sV1v6UvEb,1
Rj'g'y]E2/o.<j,2
uhijb,0
7u7jFyn,1
ssoo,0
blvxmt,0
gzlg,0
xOsRUCIO6,1
jragem,0
jsrl,0
By{=12PKnYI,2
caggqa,0
U2xFGizj,1
xR5hlsJ,1
emxgx,0
vf;ogu@xP)[^,2
twanll,0
C)a@z7O$~On,2
pdtqhu,0
9nUmJaZNQv,1
-@*<6h@yj>,2
nvafsl,0
Z{Ju^r9ZKLFIpe/,2
flvbu,0
RCXzSGtX,1
"""gPjexi9@@XH.",2
YZnUJ2os,1
Fg_|IXmKe0&@V;O,2
zwso,0
jkferp,0
vjynqi,0
ztecq,0
mqmp,0
HXTAvH9qZh,1
xvS^mr5ibI@\],2
"B~g!i3AfsxqI,$n",2
dyaifj,0
xsmyzo,0
/QvWee$d6&RO$,2
lV4Y2QP,1
WUPp3Hnwe,1
UbZ6EFrO,1
qxfi,0
rjxvi,0
Y7VaILhH8,1
bSQMsRrva,1
"h2tc8uZ""ID]",2
hvzv,0
"e)""jBA/s7Jf",2
0HyPNeIUVw,1
imfsmq,0
koiri,0
xeM1jKs+W;._lp,2
lAteQf9V{<RRB],2
erfvt,0
3M{%_02UerFuY,2
+x`M?ve!vq(,2
cefj,0
gwtz,0
\:`Fi80CX?,2
B#Uy7A+@*~B/,2
spxvw,0
hwme,0
rskvs,0
LbszhK3,1
prsqqd,0
kwet,0
nlbmp,0
uVAnUdHk,1
^c/;*CJHS),2
"""6#\,aCKHUUPO",2
zJfOvX1yh,1
(/PclrqZY#L(?,2
ljerbd,0
nuoq,0
j0O=05-@^\Kgu,2
m180icNl,1
EZlYimB1RV,1
aykdpzpkr,1
q53MFsRr,1
Bliw5ifw,1
QwlOddWIzM,1
nccel,0
azyjun,0
wshv,0
vBC6vCI,1
xpll,0
oe]AWTz}:4*,2
idarq,0
qyib,0
tjjSe;+N6n,2
"n7,H<%-Mh<",2
2rePMio,1
vJ8__&ws'JcC,2
bpyz,0
kklaec,0
qfjthx,0
jkgy,0
yeoh,0
mxjm,0
*a-wNNCo:YiLg#d,2
FhiVWIz1Ek,1
dftepf,0
DvnqWWW,1
hubon,0
bmadaa,0
^ztVu-OLp3,2
nqyqqNFJD,1
JJgi5Vasl,1
hXoZytX,1
ufyc,0
njvta,0
7HK8kUxvR,1
"1nryn,iF_[",2
Cc/1*XQ9nEW@U,2
lrwe,0
brakl,0
[><4i7N#TbX,2
OzpPc0sb,1
vkux,0
A(r4bJEqOHvF,2
egL'(}iQgZ{M,2
xerxv,0
"u,`{-VaDj{9=w.-",2
!fn~V=4;~Xm_o,2
II|mJ1^Ia+[,2
rdrsfi,0
lPpSWgtTow,1
s%8=E/Dr+Cv|L,2
lfits,0
knonzz,0
AqSelzPGE,1
"01D]uKHO""&]I",2
"""0MpEgpQ4by*&Bg",2
hsrave,0
bY;TE+#qlp44%+,2
dqtc,0
xqwwpm,0
AATJ2bB,1
[M?3n;hG|C.8|,2
ensfq,0
apkd,0
rjvefq,0
rxyy,0
@63=fsTH%;,2
aLkE37wME,1
dxqrx,0
:zgC1HT$0c@8,2
wfHzaP40,1
djwpwg,0
kyhtq,0
fjcury,0
@P^CU0]zw7Wq7(#,2
mEuMGLu,1
5h-<V5g:o]X!A7,2
zs1OT..j^4~(H^,2
E5hWg9kn\q'vS,2
oywap,0
36hRBv5,1
HKkcXuxG,1
CkX2ZpcmUG,1
VKankoaCKP>c`J,2
G7X6RuKr{zV-,2
hOxUWu|4h9+;xi,2
lxng,0
'5KNrL\>-a,2
8*)]Df\H8kkc^n,2
nupvr,0
";WK2$:XI""8)7`X",2
'uZD+JE+/djWyv[,2
7t05mDB,1
wx40fUQ,1
uveqry,0
xafCOxV,1
HkrhCah,1
GcWEI1D6,1
a>al7}9?c~iS(,2
xkqb,0
UHTEi1h,1
OYw#~#dn2YH,2
xrblud,0
inmfe,0
jHDN1xZ4,1
2JTa1y4n,1
fwac,0
pcfcOk5,1
ykzmdI/gb[ncIg,2
"Tt.T""Xc'Md^yxg",2
oaW9:m-Ax[C$OSm,2
tdbaz,0
3obTKtqlC,1
";UH""/PK]o'",2
VakBZu6;?vs3,2
mczye,0
MYoUdw7,1
pzryj,0
PD3z6UUd,1
scajsi,0
ojurpr,0
n3OgnNbg,1
HLTCrXsa,1
"9=k,|!CEeQ=4=I",2
0H&Mu(/`I%o33_,2
A77kTWoH,1
Mi7iSZTG,1
qAPBk85t,1
\}+BbWpFCy/,2
wfoyiv,0
boqu,0
P??MS#O<s[.Lw#j,2
pxkqvk,0
josqqs,0
aqwc,0
>n_hG%7UvLY,2
KI9kAdGU,1
eeca,0
pdef,0
MWbRztML]oE,2
^l+oAaE749Q&,2
aenpd,0
ZibMxSY,1
*g:Zi_;<(3sDi).,2
TRdX/FQql$5aP\z,2
damv,0
YtfO^a^s23e,2
zkMRbpFT,1
[D;v};~yMe1Q[Gx,2
JKvITGt4XG,1
bqyrcp,0
?k?g<^iQg4,2
HVMDN254,1
"&|zs""yMa6W1?h",2
"B,W`G,'\v}*e-",2
ahkx,0
"l:g)*E%z""Uh0^",2
ovnzch,0
]^L4iEVqB3Rv,2
"9j0""#:B15st1dl",2
"=.r,#,az/$6,",2
)RXnqh7c+FB,2
v00iNkO,1
thzYFv33,1
jts1tK0ZqU,1
.;yA>4?pqK//,2
O5g*lCr~7f,2
ohcyz,0
oiumz,0
ebdoo,0
qSbCZtmz,1
EFZdxNNJ,1
sunii,0
^2R9sBx/]PT=8_G,2
immzg,0
Y4hl+'8y$DA,2
"P2`/p,(DkW",2
SXZ2tcgi,1
rroq,0
XTLviAN,1
vAJyAFjF,1
zrdjk,0
tHUzY8lW,1
xics,0
xByBEzY,1
spuha,0
{U;t->|i;$N;,2
"t[&""nBbu`@""=",2
Dn3HK-Oe)b,2
RIZauhEJ,1
:M4N5oq\h%p,2
ghvynX8s2B,1
zjvb,0
hrzsc,0
0ZqOyfgo,1
k-;lww{I~Uz,2
irjc,0
qgkz,0
jbwmsh,0
juwv,0
llmiwo,0
"e$,n6:""IWHzj",2
glfsx,0
ifp2EjY,1
w5s18LCB4x,1
ozjxoh,0
24{)H|_!]]wO6,2
bHvazspwYO,1
gvilne,0
"DBXFJ,ppRo@O",2
wkrgp,0
nkLzIwBF,1
gIHY4tUQ3T,1
6ZyJ3iBUw,1
@FnQd(8IS0>Fox$,2
FAwSH2I1,1
G697cBOwBh,1
D3HJTSnj,1
ecbhsg,0
8km6qW9,1
dfzHl3b5q,1
jyoxr,0
wewjla,0
brrjt,0
RK9uXeYoy,1
hils,0
kjkvgm,0
oatYM1LlJ,1
U0R5yueI,1
O5%s\I0\^7Z,2
XGsmcCvDa,1
P0kW9Xv,1
wUDYsnV,1
VS73cfW,1
'p/K*_zIVlu.%,2
XjbngV8oNt,1
"~RfX=HF""[{/R'C",2
p3`FZ]P);n;-p2,2
zEMQ9PitWJ,1
2KI|o)Kq^5KCN,2
937ajkoZl,1
NYefXUojt,1
mvqr,0
YnJ03jpR,1
"@3p,!uFdFuB:",2
925XomwaFq,1
7RaPQLWeG,1
5iFiplKkR,1
/zU>P#$VD)L-2,2
odwh,0
qdZ#hSQe^:,2
q6FSXFVg,1
msrr,0
ENabrBZ)Fc^mw@_,2
77ltDncum,1
64DxubLmLV,1
~<)FFpnPYB,2
vnykwj,0
"yF""y3-Vefa?*Qr3",2
ivrbgh,0
nsIVIrB,1
atokgd,0
uoyobi,0
zvnqfb,0
oWt81N16L,1
kgZROXEF,1
vuztds,0
b9g0NcE6,1
R`k*ABJfnmi4;,2
vnobet,0
ZgJE[7WTPALqic,2
mhag,0
"/#`=4#Q1L(3,g+",2
Y\)#42Yk:h,2
AQunbAE8Tz,1
qqffiB3AF&a<v*<,2
jxrzb,0
rqyhcc,0
mbvHKtylfL,1
onleh,0
qhhnz,0
CK>E3=R*+oX,2
"JWUi-&=o""e",2
eibx,0
OSdWMaiw6t,1
rwqw,0
6dUxmeV,1
dxecf,0
cF;@.:5n&.,2
xeIGIWa,1
4:IXMQ+c$VOd,2
NF7NBLvJRs,1
dE5xtPE3Ev,1
uxkZoqS,1
Ax*7.(5Ukd@JF,2
rutmf,0
YodYEoGlL,1
SNZNk67t,1
bfbu,0
irfl,0
X]a%/|0S{Ii,2
p87YfKIde,1
xRw:%\9DN4KF>&,2
/5>R[\jLBmUF,2
inekht,0
nUt=_P^FbW},2
qmxll,0
Xamem9jn,1
XLs5feE,1
"WZpq18Xk,w_",2
"3""!!.f/kLKOFpe,",2
yzdxmn,0
S-#O%\OS/-`,2
zglww,0
2Hpvit8CSV,1
vjO2sLh,1
ti/(fSUev9,2
"8XD3X,\D+]Rh1",2
TWxiXdldhw,1
O:63m+5}.U8tr,2
daImj@+ZAf?B;\*,2
szqer,0
Odx:me2BmP},2
U2ETwGZ,1
6hXnyaM~}m^,2
AXY3I!'%Xj&E:0,2
wFLRC>XDI4,2
lFlKn2ZlHB,1
KBV1hGWtsJ,1
"I{K""x(R(}JxF8",2
nydxph,0
nbxe,0
D8sgU2q,1
:aY0tMTgJ):~A1~,2
iuoohk,0
ZNItqB4W,1
Xq4RZtAQag,1
jtL9mHlDrL,1
mhabwf,0
c7mTBAQL,1
Xiw!+/)I*A:FGkR,2
"=,AWhEg?FaiVw%v",2
WVpl4uxW8,1
iiayno,0
%d5H|9y-PK6,2
7_Pe6y]*KwrUr,2
snxjld,0
"To`]""]kGTM}^kh:",2
"^,SCVuYO:K;u",2
lmvw,0
sjcbrl,0
KXDUnOOdnT,1
bqjc,0
zoXcOM6y,1
E4KFBix1,1
d7II2Fth,1
ptw5mIyzI,1
66ON3mpo,1
dFptEjIeh,1
PtdxBtZUNx,1
HJaLgOIGM,1
>|0|i{_~|!(A+,2
MaiqUI-cf&G,2
"wl]5d,<XETE$",2
mtjxp,0
FXKiVLj8Rl,1
"FWv:>:~,Dp@",2
aruq,0
KUG8YhDlmg,1
kC@Z2.<@<z-,2
EV{|$B*?7Zo,2
ej;yUPRx)l5/0,2
dxpb,0
05CSD23Uol,1
omK3yMjIFj,1
0KHv0MwFT83t0V[,2
"syAu""Ev^BS_8/8",2
#%Wd*bU:=&{4-$,2
ykRyx6T1,1
i51SLv5,1
muzypn,0
taej5NkXJ,1
"8+)@pF""&!F",2
adhtqi,0
JwU6U5va,1
vmlbb,0
LlmbIloCL,1
opgc,0
k1FPP9rhE6,1
hXvGIGvpu,1
vEPOTOUk,1
blcakf,0
NPbBYTK,1
Xle4W?fBg;K*,2
QR8Bqxqg3L,1
jHAwWVB4oq,1
p4k6mImrZk,1
uqutav,0
9x25vAc,1
EcIp2Pg,1
krkbck,0
X#^~hldBiI[-j17,2
e)qtL0S~ixa,2
GbYzFY9KI%D,2
pBz59vp\5~*J,2
aS/SW/gszQ4JG9$,2
gukez,0
pexn,0
IUov23HT7,1
ekfbnn,0
rcuae,0
vsrus,0
M6KUE;(_c(we7,2
OX>rOVhdW*b^^,2
kztane,0
yzpgxo,0
ixisqo,0
AA2RlJ8onw,1
jzpe,0
yEhYPrgtCd,1
2aW}%f7m93iQe,2
LWux8KAIg8,1
hH5e4Vbtlj,1
P5OiwNr,1
DiySITx,1
mjnx,0
gntvt,0
"S(SRn""6{yx",2
mLMGd;1l^dcfnyu,2
*Id;$0+qgrTxv,2
>Ab5uOFnzJ8&kv#,2
pfxqcp,0
RabKH6fxT,1
A.TOg*dW=R1,2
yj67UekJRE,1
"Dl(:)W3&,L8|Uk",2
wmorea,0
H<<m:*1x(gqr,2
NVzhU2XS,1
slzjxx,0
QckHLdo4Vu,1
anlie,0
"d}!m5iNU8#}""-1]",2
totz,0
depj,0
JlCZW6C5X,1
DmQ>JW*>3V,2
1NiMv0Owbb,1
opsid,0
pcqdwg,0
h2v6ugFthF,1
PlnxqCEKVX,1
uyaf,0
jg1W2MPa,1
sHZLJvf,1
",I[-)pHVyODjjb",2
Hw2qwj839X,1
Lovvef?Z=%P6,2
dAWumr8,1
lvnsvc,0
P291LHely8,1
O2y3DzZe1,1
u6B4yPSg,1
NO9WdJU,1
ajcqjk,0
miby,0
f43NW%^'Jg;GB\,2
H0gp[=C2G[Q,2
y6Rrhs5FR7,1
xprp,0
vsiz,0
"vnsbC2-4""2BQH",2
Xa?i2\9|NZPW9,2
"7ZD=N8P8_""lq",2
poYrC5ZPqg,1
cpfdku,0
rqKYQSb,1
mqpole,0
ql7lsp0k,1
bHqJrYj7L,1
gcidds,0
jzge,0
j'm[@**C<5Ik-:,2
"De~F3?hm,mKP)",2
wotw,0
w7PcuF3,1
Qk3wtbg2D,1
lhvrn,0
rjdjpu,0
"ZWNSJS""t^=",2
hgta,0
"""Kafux:(wH&P@",2
elvl,0
DQ6nqstnI,1
9mQ4jRGQB,1
A}2Ucf=fN6bxtnU,2
pnzqip,0
ifT&PX`0HQ/X+,2
Sdo'`Qwp[!,2
D^xv#2%qdxAAh,2
qsqx,0
yobc,0
MDDid9wug,1
tqtHGO6BL,1
tJhT&n@ce$(,2
xyovy,0
zujhhr,0
gkttl,0
"mj.,cTZg(k",2
})Iwa&T0sH-2,2
PBVVk5nem,1
kGtR-+>jeCFU;j,2
7;5p_6DT_Oz0n~,2
ogejm,0
zzwcl,0
v3(&GU:m$sa,2
~=0549p)RJ('pQ,2
1sGSfDU,1
acoaa,0
U6Isx6ST,1
zgub,0
lfitam,0
bnNCExgCQT,1
gvhTvdZ,1
XC0EJ33mcN,1
E~ROD)4-Fq]=,2
vjzcmt,0
UW7UXLy,1
36SGTD05,1
adix,0
fAlPbxX,1
ydsp,0
uSYykA7,1
qf3jzLCMIv,1
9fww3Z0)ahYNa-z,2
hQqksHG\S]$i.QX,2
PCnm8YweN,1
i7ZtMR;A]=+>,2
KL.yV(aSkyc!oK,2
4EtB5LWI,1
Y+UP&i`/tJf,2
bOcR1DCif,1
ihaunr,0
3w6CpAF@3WD#;,2
PnMU5U2W9G,1
uE7cOuzvtd,1
pfqvgh,0
m2MOkNnyi,1
ogpw,0
AGuaDGB1,1
Ewz59NFa,1
ugvqps,0
SeaqBjisSH,1
5FRteN71w]jI,2
dufort,0
"qCR]Nfhh;D,",2
uyknnb,0
teafc,0
rzmhc,0
tpuyep,0
..Y#NfaHLVBk,2
QW3IPC&IZLDq@$,2
inrgwg,0
uYpLtGw5,1
erpm,0
!bh()Bnxl8~,2
AiBPD6aj8z,1
6RT6mNbkVS,1
hBIFDwqVr,1
wXmaojtc,1
NTLe2V2,1
M`D/4\X0[#WX.,2
Ans2<&2q>A_,2
9bTl6k2Bv,1
3FcY6h6,1
pgdf,0
?50YC&H32|a>),2
pbkc,0
spybl,0
xtFY121,1
7AkMCaViOJ,1
RP91cXE,1
kdU2uQEs,1
ugfua,0
"\L""d&!3R_Ah",2
9hUo*S:ko-Zn5J,2
Wz9g1E45vc,1
QzZQOY6,1
C?;;1W+[-)G@,2
(*.ttX.PSG,2
#|$D+Rkf'~,2
96DAmhWaD:i}Ja,2
UBw48X5,1
">KE%B.q|""e",2
004rAm4XzF,1
:.A.1X*]r*Cx,2
BAwYGD9,1
xdomm,0
olxx,0
hhJLnT4o9,1
nkyarg,0
MRBy5Cr,1
kzOdarbaS2s5RE9,2
qsjzT4o8J,1
tyqbd,0
Q7>AK8!AIbu4Q,2
"y`os{\BW,v0#",2
&Vnx>kTO=9Y,2
poobdf,0
lpludz,0
ymgb,0
wqhw^*/c2V9,2
ftos,0
Wi8oHYeI,1
KHRgjW5,1
c<qc;:Ra*%{b%,2
kjrij,0
"HgMXa>ai,,:B",2
xiprsb,0
szcmbp,0
=k341Hl$f\N}wYq,2
fL0BrROtw,1
f~:wpn6mY93T4v7,2
JxN8qjQKp,1
ysdq,0
"dGSVy$U?9wS],",2
Lnbyv6E,1
PX8UGEbs,1
dxzvqj,0
Vm0WOSxTD,1
YrZmmet,1
k?['plW]DaNOY1,2
"iknoQv0"")</",2
ohjz,0
maad,0
tgpzj5NNh0,1
uvcthx,0
usotk,0
dyeg,0
eejTKdy8a,1
CL4ViOv0hi,1
81?!ShP?4b,2
5SrPR4KLL,1
tfgdym,0
qdzk,0
nTmnuKuJ,1
dtnn,0
]LuFU~0\}=?\|C5,2
jSeRRbc,1
m1gTMXx,1
cecsfk,0
rGNDH2aov,1
mzaiu,0
ayjnsf,0
qi8Os7Qr,1
ePmspDwM,1
IIZODWD11,1
HpCPlSQuo,1
dxly,0
7k|69Eq^!Zjk,2
jjlkq,0
lseuvk,0
pG1mNxqyE,1
!qnUSyCIE=2}],2
"Q,)F+/4,tWd|",2
2cPcUFZ,1
DE@kfAx._[?A,2
mQc6y6XuY,1
GO*sSv-[)GE,2
j4Swd5Xl,1
A@20y:KOs8?&me,2
Z+(oWYC}h),2
gnfkjh,0
bfZQ5zGgo,1
RtR4I3A0K,1
cyaxkz,0
;>z;0!3$NJ<|lNQ,2
z)[f;:!XtE-N,2
XnOpk7TZX,1
JBO}>?a#^',2
zpeyk,0
NKIDYF950,1
gmmffy,0
L3>'{60rrQ,2
|T|#u8HD^F-d,2
EO`P[gTB~q9&,2
qfnnhb,0
v1YhELDB,1
!SB_-ONU:q!,2
w5OZXwCe,1
tnay,0
xFd7Cjl,1
L?ahS+f8gu8QU:Q,2
{0Y6'|Dcf3>0GNp,2
"""BwHC~_y,LmN,]",2
5GSjvkT,1
>g*.PxT!Os~H;,2
4Xgbg-'Tv:|!,2
:0fFh{GDxx[,2
ixuwnf,0
zh/MK7[Ao~.,2
BYwIIAv2ze,1
lftgp,0
"c2ND]l[Q^<,D^x*",2
C6FPPfc,1
xxvw,0
P4?m\F1#I`0,2
plovn,0
fayaeu,0
YiyCOKYioS,1
0La5QWHCM3,1
#l!(DP\5!f$1]^,2
XEzh*og[Wwa8~,2
SyKF6BO,1
gMONk1WwU,1
hoRLDM0ZpK,1
lwuy,0
rxdf,0
ptllpy,0
D&%Z*PcfV~$Q,2
cubfq,0
wu2MV28IS,1
uoyy3SwZyr,1
.u`^y)sN@kMPz,2
GX-7>iMK!F#(,2
{jHOI6/n>;2=,2
qdckfeG,1
G9gEHqMp,1
svqib,0
"tS""p=7^3nWwV[zS",2
5qB1ak0bO,1
I4T)c`:a;_+yW,2
lAVuiN6,1
frii,0
"G@CJ0:Gnv""\d!r",2
iCi`R_7SJ4{{k,2
vrttdi,0
ilvgiz,0
glRjtEj,1
Nfi=)r=ELzG<,2
lswa,0
bumNfsr,1
*1xP2e^}Up3m,2
eczir,0
)+CxBZ.!|C`,2
!bvDYd];|~gqZ,2
eO1krJtgu,1
c44KyY2N,1
siimu,0
juzp,0
oeqlw,0
fukuh,0
w@<(~!l4mQ,2
zniF$Dw\]tb+f,2
OukVq\TA40:ncn,2
ycK63iJ3N,1
l{=dYH'P!5,2
jphzj,0
fD_siB!ws1nA,2
mnaz,0
dfqw,0
'qutD}'aNf,2
O2k]5P5`*lqO,2
aLxCVZq,1
rjJttrYXiJ,1
}rX%:|Nm_mM,2
pLY2ePltUv,2
EoXu1u!brc#$,2
LxXGlYYot,1
7GoDxSBE,1
qbqjjm,0
Levv~h?%#P,2
hbqtxu,0
FWZtAIk8S,1
SsJgPgC5,1
)2^-sbriDiL^,2
q#J)sww[C%M-\.,2
8x#B}QCb7Dg+`,2
IVXxmV3Vom,1
IirCKDu3,1
Q7}sjvo1TwcZk,2
ryab,0
hkuua,0
PSt7TN*9<F,2
uHY!T@hdPQd>*W,2
OvEiu57k,1
dILbW^>?&Z}8J,2
pqau,0
ovcda,0
vbsphk,0
ovbw,0
DKymV6Ag,1
xzdvz,0
IeY=>4q<In,2
OuH7zNPV,1
fc?0a%{QCsH,2
jy7ViLPybU,1
"?]?-""I@QC4zfM}",2
X{t{yjhM?vl,2
opjg,0
ZY4oreiUF8,1
etdpehC,1
D3bHBhY,1
mfwaq,0
36SLswoFQ,1
amguju,0
H[H3h*h.{ig]<6,2
xylj,0
E{MO!a@-mr5,2
d2t9UYhUKo,1
bqbqhb,0
kagb,0
jJg7AP_:XTe}.{%,2
"=""&,>K_<y3",2
v|bagxge}sSz$B,2
\OAJ#nD:}Y,2
t2z0LGW,1
N'!bP}>6O#,2
GXyE'c{M5[}{@:F,2
vmwfq,0
cfmrju,0
tU5oyabq,1
ao:m@^wq&xJ,2
QH2gTACUZ.^G_S_,2
BL^zB_D<6pq!',2
xxywzw,0
wdsr,0
xbjzs,0
7vPR2wgW,1
xY7pdRwz,1
zXu4qfbSydmVwH,2
DGR9U0wpQE,1
qgdux,0
gqiik,0
c+;Q{SR4NIht;,2
CG9hBGo0Ld,1
v$od`e+2:t,2
dnzmzv,0
PrupnTcDP,1
tfyfg,0
plmla,0
zlox,0
qmJ4fIJu8,1
ORu<&bVF&:i,2
m6it4V7,1
idrhhu,0
qafuc,0
dkdpu,0
-Z?+Jls@)j,2
zjamm,0
+RV(UxPg8[vP$}b,2
PoCfYuNzN,1
N}O>?}E.QPip,2
nvzblWevM0,1
PuXeY3Yz-E`=,2
14&m!w/F-F1S*,2
jbrmbb,0
qntbss,0
9Hy$TBo'Ot|k_yO,2
vfhhb,0
eS8tiXg,1
FFcnZ6j6A,1
pf:qH]Gh!1,2
gTnfil#Pm#Y,2
^eK\C'm`soxSa%2,2
ikzd,0
tF5~n6@{OzY]c,2
lmtVtt0j,1
4uIwhbKC,1
hkxv,0
kYHcGU3pP6,1
kjBnWks,1
yfHA+f2e;bQ,2
fd2]y)MOO7,2
bCif04r,1
zday,0
oogwb,0
"/yAu]E(6Z3""HM[3",2
ffpb,0
tU2Y<>DQhUX?-6,2
lmgf,0
qizzl,0
`}sOHB\'u_F,2
xwi0F3S,1
kzfuqb,0
0+1/LT:V2h,2
Qza70xECBP,1
"U.{>&B=IrM""+)?",2
aapho,0
NGor/x<;7;G(,2
52ibmrSJi,1
N@>Mu9wi?Ga|C,2
+^f2zLTz9~]JJQ$,2
jbfuwm,0
7egeXvuw,1
R6M66pR,1
hX1KiA9Osq,1
",SQYX0FSDO",2
-tzfhufme4},2
VD76o3sF,1
yqxp,0
jAYQlZH,1
dzvrw,0
so\9l#p$'X,2
Y6wofg8,1
kipcei,0
dswzsd,0
MLKoenQ,1
;>U$~RP?{M,2
mlzq,0
qmle,0
sEWK/x5Gv);4,2
OyDzpZSGy,1
oxxqn,0
vvhy,0
Jbh5WdA8w,1
-CEvS;[h]w,2
"Y0]VL;qgg0X*""",2
s*#GAdy|3OZd,2
A)`Vv(SQP<V9',2
ecdyzi,0
<D}r0!Yp<l/rJdg,2
kcdtrh,0
Wjr1TC0P,1
ypzc,0
kNim5DX2,1
b\g\~*a(2)+fWC,2
BdLribA,1
vdfjrg#-qZecr.s,2
XkXy5CS6v,1
avfi,0
askhf,0
"xuB(ZL,m6Y3j",2
a_AG3F;cU3`'v,2
BAIfRJ87og,1
kgIMJbSz,1
gknjvw,0
VfVK5Ql,1
KTCAWAF5L,1
lexznw,0
izenc,0
nkxezh,0
")_.2HBz""6Z%)",2
4sHOdaMqp,1
",{CVI5n6=>x",2
